Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes,Facility_Type,On_Track,Met_2020_Goal,Year ,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,Infection_Count,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Facility_ID1,Cases,Predicted_Cases,Hospital_Onset_Cases,Facility_Category
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,"Sharp Memorial Hospital, Rehabilitation Unit",San Diego,,,0.0,0.07,3514.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossmont Hospital,San Diego,,,7.0,6.41,107387.0,1.09,0.48,2.16,Same,,1.04,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,"Grossmont Hospital, Rehabilitation Unit",San Diego,,,0.0,0.12,6122.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,Palomar Health Downtown Campus,San Diego,,,0.0,0.23,12900.0,0.0,0,16.13,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,"Palomar Health Downtown Campus, Rehabilitation Unit",San Diego,,,0.0,0.13,6864.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,"Kaiser Foundation Hospital, San Diego",San Diego,,,1.0,5.77,108788.0,0.17,0.01,0.86,Better,,0.84,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Pomerado Hospital,San Diego,,,2.0,0.94,24967.0,2.12,0.26,7.67,Same,,1.38,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000149.0,Scripps Memorial Hospital - La Jolla,San Diego,,,2.0,4.38,86911.0,0.46,0.08,1.51,Same,,0.91,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,Scripps Memorial Hospital - Encinitas,San Diego,,,4.0,1.51,45263.0,2.65,0.84,6.39,Same,,1.33,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,"Scripps Memorial Hospital - Encinitas, Rehabilitation Unit",San Diego,,,0.0,0.12,6485.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,San Diego,,,0.0,4.2,67169.0,0.0,0,0.71,Better,,0.69,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,"Tri-City Medical Center, Rehabilitation Unit",San Diego,,,0.0,0.04,2298.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,Sharp Mary Birch Hospital For Women And Newborns,San Diego,,,1.0,1.49,74009.0,0.67,0.03,3.3,Same,,0.0,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,Alvarado Hospital Medical Center,San Diego,,,3.0,1.13,25447.0,2.65,0.67,7.21,Same,,7.97,,"* Hospitals reported combined data, see Data Dictionary",Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,"Alvarado Hospital Medical Center, Rehabilitation Unit",San Diego,,,0.0,0.05,2609.0,, , ,,,,,"* Hospitals reported combined data, see Data Dictionary",Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Scripps Mercy Hospital Chula Vista,San Diego,,,1.0,1.61,40154.0,0.62,0.03,3.07,Same,,1.43,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000021.0,Sharp Chula Vista Medical Center,San Diego,,,4.0,3.52,72534.0,1.14,0.36,2.74,Same,,0.82,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000025.0,Scripps Mercy Hospital,San Diego,,,4.0,6.46,94430.0,0.62,0.2,1.49,Same,,0.68,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,Sharp Coronado Hospital and Healthcare Center,San Diego,,,0.0,0.18,6154.0,, , ,,,0.0,,,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000040.0,El Centro Regional Medical Center,Imperial,,,0.0,0.87,23045.0,0.0,0,4.22,Same,,1.08,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000048.0,"Kindred Hospital, San Diego",San Diego,,,5.0,2.06,16387.0,2.42,0.89,5.37,Same,,2.97,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Paradise Valley Hospital,San Diego,,,5.0,0.86,21953.0,5.8,1.88,13.53,Worse,,1.6,,¥ See Data Dictionary,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,"Paradise Valley Hospital, Rehabilitation Unit",San Diego,,,0.0,0.04,2039.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000146.0,Pioneers Memorial Healthcare District,Imperial,,,2.0,0.9,23095.0,2.23,0.27,8.06,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,UC San Diego Health Hillcrest - Hillcrest Medical Center,San Diego,,,17.0,12.38,174569.0,1.37,0.83,2.15,Same,,1.47,,"* Hospitals reported combined data, see Data Dictionary",Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000155.0,Promise Hospital of San Diego,San Diego,,,7.0,1.9,14759.0,3.69,1.62,7.3,Worse,,3.19,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,Vibra Hospital of San Diego,San Diego,,,3.0,3.35,24357.0,0.9,0.23,2.44,Same,,2.29,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000002.0,California Hospital Medical Center - Los Angeles,Los Angeles,,,5.0,5.28,80286.0,0.95,0.35,2.1,Same,,1.58,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000003.0,Promise Hospital of East Los Angeles - East L.A Campus,Los Angeles,,,1.0,0.9,7438.0,1.11,0.03,6.16,Same,,0.0,,¥ See Data Dictionary,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000004.0,Cedars-Sinai Medical Center,Los Angeles,,,9.0,19.08,272976.0,0.47,0.23,0.87,Better,,0.93,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000004.0,"Cedars-Sinai Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.09,4851.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005.0,Alhambra Hospital Medical Center,Los Angeles,,,0.0,0.7,20159.0,0.0,0,5.25,Same,,1.21,,¥ See Data Dictionary,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005.0,"Alhambra Hospital Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.08,4044.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000008.0,Antelope Valley Hospital,Los Angeles,,,2.0,3.9,91440.0,0.51,0.09,1.69,Same,,0.95,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000012.0,Beverly Hospital,Los Angeles,,,1.0,1.69,37937.0,0.59,0.03,2.92,Same,,2.54,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000013.0,Catalina Island Medical Center,Los Angeles,,,0.0,0.01,265.0,, , ,,,,,,Critical Access,,,,,,,,,,,,,,,,,,Critical Access Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000014.0,Barlow Respiratory Hospital,Los Angeles,,,4.0,4.21,24310.0,0.95,0.3,2.29,Same,,0.24,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015.0,Southern California Hospital at Culver City,Los Angeles,,,6.0,3.62,69497.0,1.66,0.67,3.45,Same,,2.69,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015.0,"Southern California Hospital at Culver City, Rehabilitation Unit",Los Angeles,,,0.0,0.08,4300.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020.0,Casa Colina Hospital,Los Angeles,,,0.0,0.42,21910.0,0.0,0,8.85,Same,,0.0,,¥ See Data Dictionary,Free-Standing Rehabilitation Hospital,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022.0,Centinela Hospital Medical Center,Los Angeles,,,4.0,2.56,65317.0,1.57,0.5,3.77,Same,,0.7,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022.0,"Centinela Hospital Medical Center, Rehabilitation Unit",Los Angeles,,,1.0,0.07,3480.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,Huntington Memorial Hospital,Los Angeles,,,6.0,7.94,127508.0,0.76,0.31,1.57,Same,,0.51,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,Mission Community Hospital,Los Angeles,,,1.0,0.99,22845.0,1.01,0.03,5.63,Same,,0.88,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028.0,West Hills Hospital & Medical Center,Los Angeles,,,2.0,2.48,44306.0,0.81,0.14,2.66,Same,,0.0,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000031.0,California Rehabilitation Institute,Los Angeles,,,0.0,0.1,5381.0,, , ,,,,,,Free-Standing Rehabilitation Hospital,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000032.0,Gardens Regional Hospital and Medical Center,Los Angeles,,,1.0,0.56,9444.0,1.79,0.05,9.94,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033.0,Promise Hospital of East Los Angeles - Suburban Campus,Los Angeles,,,12.0,8.6,43055.0,1.4,0.76,2.37,Same,,1.12,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000034.0,Children's Hospital Los Angeles,Los Angeles,,,1.0,4.95,108416.0,0.2,0.01,1,Better,,0.49,,,Pediatric,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,Silver Lake Medical Center,Los Angeles,,,0.0,0.53,16124.0,0.0,0,6.96,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000036.0,City of Hope Helford Clinical Research Hospital,Los Angeles,,,3.0,6.95,72136.0,0.43,0.11,1.18,Same,,0.82,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038.0,Coast Plaza Hospital,Los Angeles,,,1.0,0.41,13247.0,2.41,0.06,13.44,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,"Kindred Hospital, South Bay, Gardena",Los Angeles,,,5.0,1.67,14822.0,2.99,1.1,6.63,Worse,,2.76,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040.0,Community Hospital of Huntington Park,Los Angeles,,,1.0,0.4,13744.0,2.52,0.06,14.04,Same,,3.67,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,San Gabriel Valley Medical Center,Los Angeles,,,2.0,1.52,36617.0,1.31,0.22,4.34,Same,,0.46,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,"Kindred Hospital, San Gabriel Valley",Los Angeles,,,5.0,2.71,23704.0,1.85,0.68,4.1,Same,,2.47,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000044.0,Marina Del Rey Hospital,Los Angeles,,,2.0,0.37,12645.0,5.44,0.66,19.66,Same,,1.9,,¥ See Data Dictionary,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,Lakewood Regional Medical Center,Los Angeles,,,5.0,1.77,39816.0,2.82,1.03,6.26,Worse,,1.69,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,,,4.0,5.28,76379.0,0.76,0.24,1.83,Same,,0.17,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050.0,"Kaiser Foundation Hospital, Panorama City",Los Angeles,,,0.0,1.45,41486.0,0.0,0,2.07,Same,,0.62,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052.0,PIH Hospital - Downey,Los Angeles,,,1.0,1.54,29135.0,0.65,0.03,3.21,Same,,2.12,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053.0,East Los Angeles Doctors Hospital,Los Angeles,,,0.0,0.53,15974.0,0.0,0,6.92,Same,,2.28,,¥ See Data Dictionary,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,Encino Hospital Medical Center,Los Angeles,,,1.0,0.61,14530.0,1.63,0.04,9.1,Same,,0.0,,¥ See Data Dictionary,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056.0,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,,,0.0,0.7,21904.0,0.0,0,5.31,Same,,0.89,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000057.0,Pacific Alliance Medical Center,Los Angeles,,,2.0,1.11,29064.0,1.81,0.3,5.98,Same,,2.88,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,Garfield Medical Center,Los Angeles,,,2.0,2.91,57216.0,0.69,0.12,2.27,Same,,1.86,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,"Garfield Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.13,6611.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059.0,Glendale Adventist Medical Center,Los Angeles,,,4.0,4.27,79664.0,0.94,0.3,2.26,Same,,1.86,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000059.0,"Glendale Adventist Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.14,7143.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000060.0,Glendora Community Hospital,Los Angeles,,,3.0,0.22,5849.0,13.62,2.81,39.8,Worse,,4.14,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062.0,Greater El Monte Community Hospital,Los Angeles,,,0.0,0.46,16055.0,0.0,0,8.08,Same,,0.0,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,Henry Mayo Newhall Hospital,Los Angeles,,,3.0,2.46,51558.0,1.22,0.31,3.31,Same,,0.0,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,"Henry Mayo Newhall Hospital, Rehabilitation Unit",Los Angeles,,,0.0,0.07,3469.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,Southern California Hospital at Hollywood,Los Angeles,,,2.0,0.74,18129.0,2.72,0.33,9.81,Same,,8.75,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,Hollywood Presbyterian Medical Center,Los Angeles,,,6.0,2.03,65204.0,2.95,1.2,6.14,Worse,,0.62,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,"Hollywood Presbyterian Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.09,4520.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,Providence Holy Cross Medical Center,Los Angeles,,,2.0,3.85,79821.0,0.52,0.09,1.72,Same,,0.24,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,"Providence Holy Cross Medical Center, Rehabilitation Unit",Los Angeles,,,0.0,0.05,2565.0,, , ,,,,,,Rehabilitation Unit,,,,,,,,,,,,,,,,,,Rehabilitation Hospital or Unit
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,"Good Samaritan Hospital, Los Angeles",Los Angeles,,,9.0,3.44,63079.0,2.61,1.28,4.8,Worse,,2.51,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070.0,Citrus Valley Medical Center - IC Campus,Los Angeles,,,4.0,1.3,30105.0,3.08,0.98,7.43,Same,,1.21,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,,,3.0,2.24,49948.0,1.34,0.34,3.64,Same,,1.38,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072.0,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,,,2.0,5.28,117612.0,0.38,0.06,1.25,Same,,0.91,,,Major Teaching,,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074.0,"Kaiser Foundation Hospital, Downey",Los Angeles,,,4.0,3.46,83234.0,1.16,0.37,2.79,Same,,0.72,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076.0,"Kaiser Foundation Hospital, West LA",Los Angeles,,,3.0,1.58,40776.0,1.9,0.48,5.18,Same,,0.0,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Palmdale Regional Medical Center,Los Angeles,,,1.0,1.72,39252.0,0.58,0.03,2.87,Same,,3.22,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,Providence Little Company of Mary Medical Center Torrance,Los Angeles,,,0.0,3.64,72902.0,0.0,0,0.82,Better,,0.81,,,Community (>250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000082.0,Community Hospital Long Beach,Los Angeles,,,4.0,0.75,15786.0,5.35,1.46,13.69,Worse,,1.36,,¥ See Data Dictionary,Community (<125 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,Los Angeles Community Hospital,Los Angeles,,,14.0,1.42,34492.0,9.85,5.61,16.13,Worse,,2.61,,"* Hospitals reported combined data, see Data Dictionary",Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,"Kindred Hospital, Los Angeles",Los Angeles,,,17.0,3.63,28581.0,4.68,2.82,7.34,Worse,,3.43,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089.0,"Kindred Hospital, La Mirada",Los Angeles,,,11.0,2.06,18859.0,5.35,2.81,9.3,Worse,,1.51,,,LTAC,,,,,,,,,,,,,,,,,,Long-term Acute Care Hospital
2016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,Providence Tarzana Medical Center,Los Angeles,,,7.0,2.34,52186.0,2.99,1.31,5.92,Worse,,3.62,,,Community (125-250 Beds),,,,,,,,,,,,,,,,,,General Acute Care Hospital
